class,text
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,"Sorry, I'll call later"
ham,No b4 Thursday
ham,Shb b ok lor... Thanx...
ham,Go chase after her and run her over while she's crossing the street
ham,Cab is available.they pick up and drop at door steps.
ham,I'm done oredi...
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,I'm wif him now buying tix lar...
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,"K, I'll work something out"
ham,That's necessarily respectful
ham,Ok.
ham,"Excellent, I'll see what riley's plans are"
ham,Ok.
ham,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,Geeeee ... I love you so much I can barely stand it
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,You bad girl. I can still remember them
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,Am only searching for good dual sim mobile pa.
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
ham,Will you come online today night
ham,Then what about further plan?
ham,Everybody had fun this evening. Miss you.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Call me when u're done...
ham,"Sorry, I'll call later ok bye"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Customer place i will call you
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
ham,Waaaat?? Lololo ok next time then!
ham,"Yo my trip got postponed, you still stocked up?"
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Oh k. . I will come tomorrow
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,Will do. Have a good day
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Ok i am on the way to railway
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Another month. I need chocolate weed and alcohol.
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Dear are you angry i was busy dear
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Am i that much dirty fellow?
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham,"Omw back to tampa from west palm, you hear what happened?"
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,"Nah, I'm a perpetual DD"
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"Sorry, I'll call later"
ham,Total video converter free download type this in google search:)
ham,So gd got free ice cream... I oso wan...
ham,Ok then i will come to ur home after half an hour
ham,We can go 4 e normal pilates after our intro...  
ham,Can you please send me my aunty's number
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,Some are lasting as much as 2 hours. You might get lucky.
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,Then u drive lor.
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Yeah whatever lol
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,"Looks like you found something to do other than smoke, great job!"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,You do what all you like
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,I'm vivek:)i got call from your number.
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham,I'll text you when I drop x off
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Idea will soon get converted to live:)
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
ham,In that case I guess I'll see you at campus lodge
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,I wish u were here. I feel so alone
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,I am waiting machan. Call me once you free.
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,Oooh I got plenty of those!
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Ok lar... Joking wif u oni...
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,Ya very nice. . .be ready on thursday
ham,"Arms fine, how's Cardiff and uni? "
ham,i want to grasp your pretty booty :)
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,"life alle mone,eppolum oru pole allalo"
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,"Lol, oh you got a friend for the dog ?"
ham,ÌÏ takin linear algebra today?
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,"Haha yeah I see that now, be there in a sec"
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,"Sir, waiting for your letter."
ham,How r Ì_ going to send it to me?
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,"Hi Chikku, send some nice msgs"
ham,Do you always celebrate NY's with your family ?
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Ok.. ÌÏ finishing soon?
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Are you not around or just still asleep? :V
ham,Wat time u finish ur lect today?
ham,Hey anyway i have to :-)
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
